user_id,age,daily_screen_time_hours,social_media_hours,sleep_hours,exercise_minutes,study_work_hours,productivity_score,stress_level,platform
5230,29,5.98,5.75,8.16,66,8.54,72.62,Medium,LinkedIn
5231,45,10.61,0.73,8.04,53,2.77,19.97,High,Snapchat
5232,27,7.28,7.18,7.31,5,8.74,16.26,High,Instagram
5233,41,10.66,6.27,6.0,35,8.3,87.23,High,Snapchat
5234,48,3.15,2.37,4.64,112,2.76,96.32,Low,YouTube
5235,28,2.84,7.86,8.26,54,6.62,62.61,Medium,LinkedIn
5236,29,7.33,1.85,7.66,49,3.01,90.22,Medium,YouTube
5237,39,6.1,7.36,8.03,85,9.49,81.67,High,Snapchat
5238,49,8.26,2.93,3.84,70,5.44,16.25,Low,LinkedIn
5239,41,9.74,6.22,4.89,93,2.83,23.07,Medium,LinkedIn
5240,36,9.26,3.92,5.55,65,6.72,7.71,Medium,Instagram
5241,43,11.36,6.02,8.03,95,7.36,47.93,Medium,Instagram
5242,17,5.38,1.67,8.36,14,6.44,33.07,Low,Snapchat
5243,24,3.27,2.52,4.71,21,3.18,43.18,High,Instagram
5244,38,7.06,1.25,7.12,48,7.62,1.86,Medium,Instagram
5245,30,2.22,6.99,3.47,37,9.37,72.4,Low,YouTube
5246,28,4.18,2.72,5.46,7,9.57,20.86,High,YouTube
5247,38,3.29,5.71,5.92,7,7.12,37.46,High,YouTube
5248,32,5.36,6.65,7.59,102,8.56,40.84,Low,Snapchat
5249,17,2.22,7.26,8.35,99,9.81,7.56,High,LinkedIn
5250,35,1.35,1.3,5.02,83,1.39,37.19,High,Twitter
5251,35,8.22,7.2,6.17,36,5.29,90.08,Low,Snapchat
5252,18,7.71,1.98,6.88,71,3.62,89.43,High,LinkedIn
5253,27,8.79,6.03,4.97,77,5.27,3.43,Low,Instagram
5254,17,8.26,5.97,8.91,83,9.25,3.95,Medium,Snapchat
5255,29,2.26,0.56,8.25,98,9.85,59.8,Low,LinkedIn
5256,31,4.2,2.15,4.78,24,9.14,21.28,Medium,Snapchat
5257,34,2.42,4.19,6.05,81,2.77,89.95,Medium,Instagram
5258,49,10.27,3.65,4.39,53,8.23,48.8,Medium,Instagram
5259,21,9.22,7.39,6.09,110,8.36,33.25,Low,Snapchat
5260,28,3.22,3.2,7.1,20,6.21,95.37,Low,Snapchat
5261,37,4.75,7.53,3.51,100,7.43,32.47,Low,Twitter
5262,33,11.63,3.95,8.22,110,9.15,32.76,Medium,YouTube
5263,27,7.54,7.73,6.56,58,9.95,14.18,High,LinkedIn
5264,45,9.81,6.03,8.94,30,1.36,23.0,High,Instagram
5265,22,3.91,6.72,3.15,5,3.31,76.29,Low,Instagram
5266,47,3.31,1.29,7.99,41,9.41,76.21,High,LinkedIn
5267,34,9.62,4.9,7.75,118,3.96,39.27,Medium,Snapchat
5268,21,8.54,1.57,3.8,51,1.96,35.59,Medium,Twitter
5269,35,8.49,2.73,5.01,46,3.82,42.42,High,LinkedIn
5270,42,7.08,5.18,8.31,83,5.67,30.78,High,Snapchat
5271,22,7.2,5.95,6.11,27,4.47,61.17,Medium,Instagram
5272,20,9.09,0.79,5.41,104,8.09,83.82,Low,Snapchat
5273,26,3.97,4.48,8.43,35,6.5,1.93,Low,YouTube
5274,30,4.88,4.74,3.56,39,4.91,93.66,High,Twitter
5275,18,10.59,1.09,5.84,89,9.98,12.68,High,YouTube
5276,20,4.4,4.26,6.91,12,8.97,90.07,Low,YouTube
5277,38,7.01,5.85,6.65,48,8.76,24.12,High,Snapchat
5278,24,8.73,0.9,4.59,3,6.11,91.79,High,Snapchat
5279,30,12.0,6.2,6.38,97,8.02,78.95,High,LinkedIn
5280,18,5.79,4.82,7.25,100,4.02,27.65,Medium,Instagram
5281,44,5.71,6.75,6.51,63,3.97,3.8,Low,Twitter
5282,21,10.27,2.14,7.11,97,9.03,71.87,High,YouTube
5283,32,9.86,6.75,4.54,79,6.37,82.35,High,Snapchat
5284,41,9.04,1.21,8.0,22,4.09,68.3,High,Instagram
5285,36,6.1,3.53,5.7,57,8.61,38.78,High,LinkedIn
5286,23,4.56,2.0,8.92,86,4.98,13.61,High,Snapchat
5287,36,7.7,7.07,3.14,14,4.6,35.36,High,LinkedIn
5288,26,10.64,5.79,5.28,88,1.24,27.59,Medium,Snapchat
5289,23,10.72,0.69,4.08,92,7.11,72.59,Medium,Twitter
5290,39,2.19,0.57,6.33,99,5.79,16.78,Medium,YouTube
5291,29,5.71,2.68,4.46,78,3.81,82.13,Medium,LinkedIn
5292,29,6.11,1.57,7.42,100,2.25,61.58,High,LinkedIn
5293,25,11.75,5.23,8.29,98,2.64,48.77,High,LinkedIn
5294,27,8.46,5.48,4.27,45,3.02,36.66,High,Snapchat
5295,49,5.48,7.56,3.96,38,8.79,51.24,Medium,LinkedIn
5296,25,1.29,7.64,8.25,46,5.33,54.47,Medium,Snapchat
5297,32,7.22,5.44,5.17,36,7.26,24.46,Medium,Snapchat
5298,32,2.06,0.54,5.61,40,5.15,98.89,Low,Twitter
5299,18,10.18,3.19,4.33,91,5.26,91.05,High,Snapchat
5300,46,9.28,4.35,5.55,44,8.4,39.69,Medium,Instagram
5301,16,6.07,4.24,4.39,29,7.94,26.15,Medium,LinkedIn
5302,27,5.72,5.03,7.0,70,3.09,31.4,High,YouTube
5303,19,10.87,7.7,5.99,67,6.63,98.04,Low,LinkedIn
5304,28,4.17,7.14,7.73,6,7.12,41.3,Medium,Instagram
5305,49,3.74,1.32,4.88,96,4.64,91.28,Low,Snapchat
5306,36,11.33,2.49,6.03,46,1.61,6.84,Medium,Twitter
5307,37,9.9,6.75,4.56,46,4.34,77.9,Medium,Snapchat
5308,19,10.03,6.68,8.61,81,4.22,76.45,High,Twitter
5309,33,3.15,2.57,6.13,78,7.22,65.45,Low,YouTube
5310,20,2.58,5.98,4.04,98,8.29,12.99,Medium,LinkedIn
5311,34,1.29,5.54,4.64,100,4.56,98.16,High,Snapchat
5312,17,3.61,4.05,3.5,59,6.81,22.07,Medium,Twitter
5313,27,9.52,2.01,3.17,4,6.79,71.26,High,Twitter
5314,32,3.64,7.16,6.16,47,6.83,75.4,Medium,Instagram
5315,25,9.02,5.58,5.02,86,5.99,76.23,High,Instagram
5316,49,3.77,1.77,8.78,73,6.66,82.77,Medium,LinkedIn
5317,21,5.35,5.79,4.03,88,8.81,98.92,High,Twitter
5318,23,11.81,6.06,7.76,21,9.3,10.5,High,YouTube
5319,26,3.69,7.15,4.9,94,1.83,47.75,Low,Twitter
5320,27,5.14,2.17,4.34,22,1.11,97.51,High,Twitter
5321,24,4.31,7.92,8.82,91,5.67,88.33,Low,Snapchat
5322,17,2.21,1.65,7.82,44,4.72,99.07,High,Snapchat
5323,23,6.39,5.01,6.78,78,5.06,58.66,High,Instagram
5324,26,5.17,5.43,7.18,103,5.13,67.61,High,Snapchat
5325,25,8.64,3.64,8.95,51,9.06,27.12,High,Twitter
5326,36,9.99,4.06,6.56,70,6.73,46.37,Low,Snapchat
5327,35,6.99,7.18,3.61,45,4.98,3.07,High,Instagram
5328,23,1.35,5.34,3.39,37,5.09,72.25,High,LinkedIn
5329,44,7.81,4.23,7.0,39,8.6,92.66,High,YouTube
5330,27,1.61,1.46,6.95,14,2.95,12.1,High,Twitter
5331,29,7.78,0.56,7.49,112,1.13,45.98,High,YouTube
5332,36,8.54,1.44,3.65,68,5.3,62.69,High,LinkedIn
5333,37,3.18,7.67,8.67,11,9.64,63.59,Medium,Twitter
5334,36,10.01,6.23,6.31,76,8.33,31.35,Low,YouTube
5335,45,11.02,7.75,6.9,66,4.68,2.96,Low,LinkedIn
5336,35,9.94,0.77,3.21,56,2.58,88.89,High,Twitter
5337,39,4.36,5.6,8.77,18,6.13,10.09,Medium,LinkedIn
5338,38,7.45,0.83,6.38,89,8.92,18.59,Medium,Twitter
5339,22,11.06,6.37,6.38,29,7.46,96.32,Low,Twitter
5340,24,4.53,3.36,8.66,91,5.86,50.54,Medium,LinkedIn
5341,16,10.02,1.22,8.58,78,7.61,87.53,Medium,Instagram
5342,41,1.1,4.76,4.32,17,9.68,89.8,Low,YouTube
5343,37,1.04,2.6,8.59,116,5.97,98.95,Low,Instagram
5344,25,9.36,5.45,7.42,115,6.0,5.03,Low,Snapchat
5345,21,9.38,5.44,3.11,62,5.31,6.25,High,YouTube
5346,32,9.68,5.79,4.44,6,6.1,19.88,Low,Twitter
5347,39,11.23,7.94,5.48,59,6.72,65.98,Low,YouTube
5348,25,2.3,3.4,6.5,77,2.84,26.93,Medium,YouTube
5349,23,3.55,3.99,7.21,87,6.11,50.07,Medium,Snapchat
5350,36,10.94,6.53,4.26,115,1.12,78.85,Low,Instagram
5351,21,2.95,4.84,8.02,114,9.44,19.39,Low,Twitter
5352,36,8.5,0.78,8.07,62,1.34,29.3,Medium,YouTube
5353,39,6.84,6.82,6.81,56,9.62,73.03,Low,Instagram
5354,48,1.92,0.89,8.53,87,9.72,1.76,High,Snapchat
5355,33,4.14,1.78,7.88,74,5.74,75.98,Low,Instagram
5356,43,6.72,1.27,4.33,38,3.99,67.95,Medium,Snapchat
5357,47,10.38,1.08,7.79,42,2.66,13.83,High,YouTube
5358,27,8.78,0.69,8.72,103,2.46,25.14,Low,Twitter
5359,42,7.84,0.91,3.83,55,3.14,2.53,Medium,Instagram
5360,25,6.46,3.82,8.87,9,5.29,58.56,Medium,Snapchat
5361,47,4.29,2.4,3.15,119,7.69,40.31,Medium,Twitter
5362,41,2.31,1.45,6.13,106,4.59,42.92,Medium,YouTube
5363,40,5.5,5.44,7.64,96,8.03,11.22,High,Instagram
5364,26,1.31,2.2,7.74,19,6.08,35.88,Low,LinkedIn
5365,38,3.32,0.64,7.41,105,1.17,91.98,Low,Twitter
5366,49,5.76,3.64,6.18,63,2.19,7.41,Low,Instagram
5367,38,5.6,2.83,6.91,38,6.15,97.52,Low,Snapchat
5368,44,1.49,2.89,7.2,85,2.45,84.95,Medium,LinkedIn
5369,46,7.48,3.84,5.97,98,6.47,21.1,High,Twitter
5370,22,7.05,5.52,6.57,114,5.01,70.84,Medium,LinkedIn
5371,48,1.86,5.12,8.08,27,7.21,10.0,High,Twitter
5372,36,11.37,7.53,4.88,99,3.62,16.81,Low,YouTube
5373,17,2.09,4.38,6.14,29,8.39,49.31,Medium,Snapchat
5374,33,10.4,4.04,3.05,57,4.5,40.65,Medium,Snapchat
5375,48,1.0,2.1,7.12,69,8.17,81.69,Low,YouTube
5376,49,10.71,6.17,4.17,61,1.17,93.99,High,Twitter
5377,35,1.22,1.56,5.89,0,4.54,94.34,High,Twitter
5378,33,9.34,4.18,4.26,67,2.98,15.55,High,Snapchat
5379,39,4.98,3.66,3.14,24,4.99,68.94,Medium,Instagram
5380,23,9.12,5.44,5.9,38,9.52,57.51,Medium,Twitter
5381,45,5.42,7.38,5.55,10,2.43,37.65,Medium,YouTube
5382,25,1.78,7.6,5.55,101,1.79,99.49,High,Snapchat
5383,38,9.44,1.76,4.25,58,1.53,46.15,Medium,YouTube
5384,26,1.78,2.46,8.68,36,2.11,66.87,High,YouTube
5385,17,11.14,6.59,3.02,75,1.56,50.78,Low,Twitter
5386,41,1.56,4.39,8.35,28,7.16,11.19,Medium,YouTube
5387,48,6.27,3.9,7.42,97,2.06,14.97,Medium,Snapchat
5388,28,8.95,5.83,4.03,81,2.78,75.26,Low,Instagram
5389,40,5.33,5.01,5.83,117,6.81,80.37,Low,Snapchat
5390,19,3.39,7.78,8.93,8,5.02,37.02,High,LinkedIn
5391,34,9.35,4.88,6.86,45,1.49,7.63,Low,Snapchat
5392,33,9.63,3.99,3.76,75,9.74,95.74,Medium,LinkedIn
5393,45,11.15,4.57,5.75,8,6.4,50.21,Low,Twitter
5394,34,5.14,6.56,5.81,64,6.52,14.28,Low,LinkedIn
5395,38,6.57,5.1,7.81,70,8.67,20.65,Medium,Instagram
5396,31,4.99,5.35,8.5,102,9.18,5.49,High,Twitter
5397,16,3.83,7.79,3.49,41,1.51,71.28,Medium,Instagram
5398,27,9.26,5.14,4.88,33,1.62,70.71,Medium,LinkedIn
5399,39,4.74,3.35,4.79,95,7.99,60.65,Low,Twitter
5400,49,5.71,5.68,8.98,27,7.26,55.08,Low,LinkedIn
5401,23,5.44,5.45,6.36,89,2.95,38.77,Medium,YouTube
5402,33,8.84,0.6,8.28,99,3.89,95.11,Low,Instagram
5403,20,11.1,4.0,5.56,60,6.5,80.25,High,YouTube
5404,41,8.33,6.07,7.34,39,8.1,90.85,Low,Instagram
5405,45,6.19,4.24,4.72,53,6.43,31.85,High,Instagram
5406,28,9.57,6.35,8.47,58,8.13,97.85,Medium,Twitter
5407,34,8.05,3.88,5.73,77,3.06,17.37,Low,YouTube
5408,44,1.67,7.87,7.82,44,3.98,6.57,Low,LinkedIn
5409,18,2.05,2.7,4.53,94,1.91,32.66,High,Twitter
5410,41,1.42,1.19,7.16,79,9.86,20.93,High,Instagram
5411,27,6.02,3.73,5.43,38,8.28,52.23,Medium,LinkedIn
5412,17,10.08,4.56,3.19,41,7.44,35.67,Medium,Instagram
5413,26,4.44,3.12,5.48,10,2.75,18.0,Medium,Instagram
5414,43,5.23,2.32,6.3,74,7.29,84.58,Medium,LinkedIn
5415,33,11.0,5.54,3.91,37,8.76,51.29,High,Snapchat
5416,28,10.21,3.33,4.1,56,8.29,11.84,Low,LinkedIn
5417,37,8.32,5.24,5.79,11,7.79,8.46,Low,Twitter
5418,27,3.93,6.34,5.06,41,4.48,38.93,Medium,LinkedIn
5419,17,2.29,6.21,5.64,62,7.9,90.89,Low,Twitter
5420,22,1.18,3.31,5.76,8,5.36,51.29,Medium,YouTube
5421,41,2.18,4.76,3.84,21,4.64,14.77,Low,LinkedIn
5422,41,4.22,3.87,4.09,37,9.68,25.42,Low,YouTube
5423,39,7.07,7.03,8.09,72,2.32,5.9,Low,LinkedIn
5424,27,1.7,7.09,3.98,56,8.78,83.35,Low,Twitter
5425,31,2.5,3.08,7.0,66,3.9,94.66,High,YouTube
5426,38,2.99,1.19,5.51,102,5.65,8.7,Low,Snapchat
5427,24,7.95,1.76,8.81,98,4.27,18.13,High,LinkedIn
5428,47,7.77,3.25,3.4,115,5.53,17.94,High,Twitter
5429,30,7.06,4.73,7.98,29,8.37,80.57,High,Twitter
5430,28,3.76,5.43,5.95,25,2.65,84.09,Low,Instagram
5431,20,5.08,2.99,3.03,71,7.79,42.51,Medium,Twitter
5432,26,2.06,5.51,4.58,53,5.01,96.96,Medium,Twitter
5433,25,3.49,7.53,5.45,31,9.41,26.69,High,LinkedIn
5434,28,10.87,5.39,4.89,21,5.92,52.99,High,YouTube
5435,30,11.78,1.69,5.17,7,1.37,99.63,Low,LinkedIn
5436,22,8.12,4.85,8.5,108,9.19,82.88,Medium,LinkedIn
5437,43,11.09,4.56,5.17,65,9.32,49.23,High,Snapchat
5438,47,8.07,7.03,5.51,13,2.62,11.74,Medium,Snapchat
5439,30,1.37,3.13,7.57,4,9.75,90.53,Medium,LinkedIn
5440,36,11.96,3.67,7.76,12,5.01,54.67,Low,Snapchat
5441,21,2.09,4.99,3.5,86,9.23,31.53,High,Instagram
5442,16,8.51,4.43,7.22,76,4.28,45.67,Low,Twitter
5443,19,3.78,5.89,5.9,82,1.2,31.78,Medium,LinkedIn
5444,26,5.31,0.8,3.8,23,8.16,55.55,Medium,YouTube
5445,41,8.11,4.73,4.59,34,8.97,28.02,High,Snapchat
5446,38,5.8,1.41,3.27,77,2.47,45.15,High,Instagram
5447,44,3.76,2.86,5.16,67,5.99,43.2,Low,Snapchat
5448,36,4.68,5.46,4.53,25,8.48,61.99,Low,Instagram
5449,42,4.76,1.68,5.29,73,5.15,2.4,Low,Instagram
5450,28,11.55,2.82,6.48,101,8.1,60.28,High,Instagram
5451,38,9.78,5.77,7.39,37,6.74,59.72,High,LinkedIn
5452,31,6.04,5.38,6.63,33,7.49,39.84,High,Twitter
5453,45,3.2,1.18,7.07,33,9.27,25.44,Medium,LinkedIn
5454,19,9.92,4.83,8.19,18,4.75,84.09,Low,Twitter
5455,31,2.73,1.6,8.24,2,7.94,35.13,Low,YouTube
5456,46,3.32,2.39,8.16,115,7.41,31.86,High,Snapchat
5457,40,5.03,3.94,3.92,35,4.95,46.85,High,LinkedIn
5458,27,10.68,1.32,4.51,3,4.43,28.52,Low,Snapchat
5459,41,2.45,7.95,6.01,25,8.93,83.25,Medium,Snapchat
5460,48,2.34,1.74,5.15,74,2.84,56.93,Low,YouTube
5461,43,6.43,6.36,3.79,2,3.87,75.68,High,Snapchat
5462,24,4.04,6.72,4.73,48,9.77,74.79,Low,Twitter
5463,27,7.26,7.96,8.85,8,3.5,79.03,Low,LinkedIn
5464,20,5.97,3.71,5.08,45,8.85,87.05,Low,YouTube
5465,43,5.78,7.06,5.51,65,4.34,92.03,Medium,Twitter
5466,20,2.23,7.68,3.04,13,5.96,38.98,High,Twitter
5467,49,2.55,1.8,7.32,2,4.59,44.93,Low,YouTube
5468,49,10.03,4.1,5.48,1,2.99,5.96,Medium,YouTube
5469,28,10.74,0.95,3.62,85,7.22,92.64,Low,Snapchat
5470,29,3.58,5.16,8.81,117,9.7,59.13,Medium,Instagram
5471,26,2.25,4.86,7.66,92,9.04,71.52,High,Twitter
5472,19,1.59,2.03,7.36,32,9.87,44.16,High,Twitter
5473,48,7.69,6.48,8.75,99,7.22,47.91,Medium,Instagram
5474,22,8.87,0.78,5.44,9,1.31,54.77,Medium,Twitter
5475,23,5.1,6.55,7.31,110,5.99,79.74,Low,LinkedIn
5476,25,8.48,0.7,4.24,52,6.6,61.68,Medium,Snapchat
5477,30,8.84,5.43,7.18,43,2.08,81.31,High,Snapchat
5478,30,11.29,1.09,3.08,37,8.46,22.45,High,LinkedIn
5479,20,1.71,2.38,3.76,20,7.57,21.38,High,Instagram
5480,44,3.12,5.91,5.55,94,5.04,21.47,High,YouTube
5481,34,1.75,2.6,3.07,34,3.63,1.48,High,Twitter
5482,25,10.55,4.33,5.77,66,3.0,18.73,High,Twitter
5483,27,9.72,7.36,6.14,82,9.68,12.76,High,YouTube
5484,19,7.32,0.87,6.73,21,8.22,45.92,Low,YouTube
5485,46,1.92,6.58,3.6,19,7.24,13.6,High,Instagram
5486,33,4.01,0.99,4.09,99,9.54,42.17,Medium,Twitter
5487,31,4.27,1.45,6.68,82,2.83,99.95,Medium,YouTube
5488,40,7.17,1.39,6.95,109,8.72,50.83,Low,Twitter
5489,38,3.84,7.96,3.16,67,6.25,92.54,High,LinkedIn
5490,27,1.8,1.85,6.24,95,9.4,70.49,High,YouTube
5491,49,9.04,7.23,7.71,7,6.95,89.54,High,Instagram
5492,18,4.29,7.93,3.41,50,7.67,62.93,High,Instagram
5493,24,5.98,3.38,5.48,25,3.0,81.2,High,Twitter
5494,33,2.4,5.23,4.96,50,4.1,30.98,High,Twitter
5495,49,9.83,6.34,8.48,117,3.72,37.82,Low,Instagram
5496,29,7.22,3.44,4.11,64,7.25,96.07,Low,Twitter
5497,19,10.92,1.71,4.91,25,4.7,27.49,Medium,Instagram
5498,44,6.45,3.75,8.39,117,8.74,42.72,Medium,Snapchat
5499,30,11.36,6.29,4.98,46,2.91,65.46,Medium,Instagram
5500,43,10.81,6.36,6.19,42,8.16,39.85,High,Snapchat
5501,31,7.34,2.23,3.2,8,8.32,3.07,Low,LinkedIn
5502,27,11.27,1.81,8.91,34,6.65,79.43,Low,LinkedIn
5503,20,4.55,7.4,7.95,81,2.33,34.23,High,LinkedIn
5504,49,5.02,0.83,6.81,18,3.94,23.54,High,YouTube
5505,16,1.5,6.01,3.36,47,4.58,51.05,Low,Instagram
5506,47,7.48,0.85,3.45,79,5.19,1.83,Medium,Snapchat
5507,41,8.94,6.78,6.27,27,7.63,86.53,Medium,Snapchat
5508,32,9.51,7.29,4.71,2,4.05,26.87,Medium,Snapchat
5509,42,2.65,2.73,6.74,17,1.16,92.35,Medium,Instagram
5510,39,5.89,1.05,6.59,12,8.79,68.1,Medium,LinkedIn
5511,41,2.95,4.11,8.03,26,4.89,55.32,Medium,YouTube
5512,38,8.28,2.74,4.69,115,3.55,80.82,Low,Instagram
5513,37,2.74,3.63,6.47,39,8.37,99.33,High,YouTube
5514,19,10.95,5.49,7.66,38,8.91,25.87,Low,YouTube
5515,24,3.54,2.07,5.94,57,7.58,36.15,Low,YouTube
5516,19,4.21,3.18,7.98,56,4.19,48.96,High,Instagram
5517,22,10.36,6.37,3.79,23,3.08,54.41,Medium,LinkedIn
5518,38,6.04,5.33,7.4,92,7.42,55.74,Medium,LinkedIn
5519,17,1.26,2.95,8.66,118,1.52,55.35,High,Twitter
5520,39,6.44,5.48,4.99,21,4.52,83.0,Low,Snapchat
5521,46,1.93,6.24,5.2,50,7.83,41.06,High,Snapchat
5522,46,11.84,4.94,3.5,89,6.27,2.09,Low,LinkedIn
5523,49,7.47,2.3,6.85,83,7.6,87.69,High,Snapchat
5524,39,3.82,0.5,6.31,87,6.16,66.56,High,LinkedIn
5525,41,7.2,6.52,3.24,75,3.16,19.76,Low,YouTube
5526,31,1.85,6.67,7.51,81,5.35,3.93,Medium,Twitter
5527,28,9.8,5.73,7.98,110,7.96,32.26,Low,Snapchat
5528,30,11.18,1.07,8.44,75,3.07,13.32,Low,YouTube
5529,42,10.62,4.89,6.27,37,9.67,89.79,Medium,Snapchat
5530,19,4.76,6.66,5.72,95,2.83,28.51,Medium,Twitter
5531,31,4.58,3.42,8.26,60,1.13,70.86,Medium,Instagram
5532,45,1.39,1.99,5.39,48,8.0,66.14,Low,Twitter
5533,45,8.17,4.91,6.93,22,9.36,71.68,High,YouTube
5534,18,6.88,6.7,6.69,3,3.22,53.47,Medium,Twitter
5535,37,6.05,0.87,5.23,75,2.4,73.24,High,YouTube
5536,37,10.98,4.98,3.52,80,3.02,51.73,Low,Twitter
5537,27,2.85,5.32,3.13,84,6.65,38.38,Medium,Snapchat
5538,36,1.11,5.02,5.57,36,6.21,85.99,Low,Twitter
5539,19,1.81,5.38,5.89,92,6.59,46.41,High,Twitter
5540,46,3.46,5.24,7.94,5,1.07,57.24,Low,LinkedIn
5541,46,1.37,1.48,5.49,110,2.41,47.04,Medium,Twitter
5542,38,6.53,2.26,4.69,27,3.19,77.77,Medium,Snapchat
5543,35,4.45,5.14,5.77,7,7.27,54.44,Low,YouTube
5544,30,2.99,0.63,4.43,94,6.48,47.61,High,Instagram
5545,38,9.25,5.26,3.55,19,6.62,26.52,Low,Instagram
5546,43,3.25,5.49,3.68,15,6.14,91.24,Low,Instagram
5547,31,8.56,2.29,4.91,12,7.7,86.45,Medium,Instagram
5548,36,4.84,4.99,3.08,118,9.48,43.72,Medium,YouTube
5549,30,6.63,4.51,4.32,78,7.06,66.31,Medium,YouTube
5550,32,11.27,2.46,7.73,115,7.7,51.3,Low,Instagram
5551,28,1.41,3.97,4.41,61,6.47,18.44,Low,Twitter
5552,34,6.5,7.32,3.66,76,8.18,38.23,High,Twitter
5553,45,10.4,3.7,8.69,110,9.49,85.47,Low,LinkedIn
5554,33,7.47,5.22,6.73,65,6.45,79.95,Low,YouTube
5555,29,4.05,0.77,3.36,119,2.63,11.15,High,LinkedIn
5556,35,5.37,1.08,3.37,52,7.93,8.46,Medium,Snapchat
5557,34,8.48,1.11,6.67,83,6.86,85.5,Medium,YouTube
5558,22,10.8,6.34,6.24,27,9.4,90.03,High,Instagram
5559,19,1.45,3.13,3.41,17,3.45,30.13,High,Instagram
5560,49,1.79,2.21,4.35,6,9.73,35.58,High,LinkedIn
5561,17,4.58,6.1,8.57,20,5.97,34.24,Low,YouTube
5562,20,3.56,1.77,6.43,40,9.68,13.57,Medium,Twitter
5563,25,3.91,2.35,5.64,38,8.06,74.76,High,YouTube
5564,47,3.43,3.73,4.5,72,8.79,37.64,Low,LinkedIn
5565,28,3.15,2.99,3.8,107,3.91,83.79,Medium,LinkedIn
5566,20,2.44,4.89,5.42,9,2.97,87.97,Low,Instagram
5567,25,11.27,3.03,8.53,30,6.62,91.37,High,Instagram
5568,25,2.59,3.45,3.29,41,4.37,81.98,High,Snapchat
5569,42,3.25,6.97,8.95,76,9.87,79.1,High,LinkedIn
5570,36,3.71,7.13,4.25,68,5.46,45.5,High,Snapchat
5571,23,11.26,6.71,5.45,58,1.99,3.67,High,Snapchat
5572,16,9.31,6.99,3.27,117,5.49,12.09,High,Instagram
5573,43,9.69,4.77,6.51,103,5.82,53.56,Low,Twitter
5574,29,2.15,5.35,5.9,105,1.04,36.64,Medium,Instagram
5575,36,10.2,4.68,7.0,37,3.21,83.08,Medium,YouTube
5576,45,5.49,6.39,6.26,42,1.01,56.75,Medium,Twitter
5577,36,3.89,4.63,5.39,99,6.05,10.78,Low,LinkedIn
5578,24,7.33,1.33,7.43,1,3.63,48.37,Low,Twitter
5579,32,10.04,6.57,3.15,5,2.56,82.37,High,LinkedIn
5580,20,9.57,6.2,6.25,76,8.55,86.45,Medium,LinkedIn
5581,46,10.79,6.65,3.68,28,1.27,17.44,Low,Snapchat
5582,34,11.21,1.93,5.62,107,7.23,10.93,Low,YouTube
5583,48,3.62,2.54,7.75,77,6.16,39.31,Medium,Instagram
5584,28,5.66,2.72,3.85,29,7.94,7.49,Low,Snapchat
5585,29,1.16,4.31,8.61,88,2.19,72.91,High,Snapchat
5586,48,10.67,1.5,8.33,39,8.84,45.31,Medium,YouTube
5587,44,2.7,3.39,5.49,98,3.89,20.62,High,Instagram
5588,25,10.48,1.87,3.04,36,1.08,11.14,Low,Snapchat
5589,46,4.62,2.49,7.74,117,6.91,92.81,Low,Twitter
5590,21,5.05,5.8,8.29,6,8.73,5.26,Low,Instagram
5591,16,1.43,6.91,4.05,49,4.18,10.69,Medium,YouTube
5592,22,4.6,0.67,8.5,101,5.75,24.19,Low,Twitter
5593,42,10.77,4.74,8.48,17,4.71,10.37,Medium,Twitter
5594,36,1.28,0.77,5.83,7,1.38,64.78,Low,Snapchat
5595,43,5.47,1.14,7.79,70,7.78,22.6,High,YouTube
5596,31,1.35,5.79,5.67,97,9.47,48.51,High,YouTube
5597,38,5.08,6.02,6.38,99,4.78,86.16,Medium,Snapchat
5598,35,2.9,6.6,4.92,54,2.3,82.65,Low,Instagram
5599,40,3.77,4.06,3.96,104,5.55,15.48,Medium,LinkedIn
5600,43,10.65,6.95,7.48,47,9.14,9.78,Low,Snapchat
5601,20,5.8,1.75,3.01,114,6.45,66.76,Medium,Twitter
5602,36,4.01,2.37,6.48,73,2.91,21.82,High,LinkedIn
5603,33,7.48,1.51,8.19,57,5.98,78.36,Medium,Instagram
5604,21,2.56,6.48,4.33,103,3.94,44.01,Low,Instagram
5605,44,3.85,2.22,5.0,92,1.21,16.3,Medium,Instagram
5606,34,7.01,1.67,6.52,15,9.22,97.45,High,LinkedIn
5607,48,3.61,5.17,4.48,24,8.15,6.51,Low,Snapchat
5608,16,8.47,1.08,8.08,28,9.32,13.31,High,YouTube
5609,18,6.41,0.84,5.2,7,7.15,81.39,Low,Snapchat
5610,36,9.49,1.3,6.49,83,5.05,45.82,Low,Snapchat
5611,18,11.43,0.5,4.36,99,5.44,93.87,High,LinkedIn
5612,40,2.27,5.73,3.25,54,2.84,12.19,Low,Twitter
5613,35,4.68,4.72,4.04,51,4.48,16.54,Medium,LinkedIn
5614,49,4.52,2.07,3.28,90,2.47,1.18,Low,Twitter
5615,36,2.66,2.25,5.81,76,5.26,22.49,Medium,LinkedIn
5616,38,9.91,6.58,6.52,25,6.81,66.07,Low,Twitter
5617,21,9.36,4.26,3.27,105,3.31,72.61,High,YouTube
5618,28,6.33,5.74,3.54,118,9.49,43.56,Medium,YouTube
5619,38,6.92,3.9,5.91,24,6.82,26.48,Low,Instagram
5620,24,1.65,2.28,7.8,91,2.98,71.92,High,Instagram
